datetime,chainlink_amount_in_top_holders,uniswap_amount_in_top_holders,dai_amount_in_top_holders,aave_amount_in_top_holders,ondo-finance_amount_in_top_holders,ethena_amount_in_top_holders,maker_amount_in_top_holders,injective-protocol_amount_in_top_holders,lido-dao_amount_in_top_holders,raydium_amount_in_top_holders,dexe_amount_in_top_holders,pendle_amount_in_top_holders,telcoin_amount_in_top_holders,olympus_amount_in_top_holders,1inch_amount_in_top_holders,frax_amount_in_top_holders,convex-finance_amount_in_top_holders,0x_amount_in_top_holders,frax-share_amount_in_top_holders,stargate-finance_amount_in_top_holders,yearn-finance_amount_in_top_holders,crvusd_amount_in_top_holders,sushi_amount_in_top_holders,cow-protocol_amount_in_top_holders,loopring_amount_in_top_holders,lcx_amount_in_top_holders,band-protocol_amount_in_top_holders,clearpool_amount_in_top_holders,usual_amount_in_top_holders,rocket-pool_amount_in_top_holders,uma_amount_in_top_holders,api3_amount_in_top_holders,compound-ether_amount_in_top_holders,spell-token_amount_in_top_holders,orbs_amount_in_top_holders,tellor_amount_in_top_holders,marlin_amount_in_top_holders,liquity_amount_in_top_holders,pinlink_amount_in_top_holders,numeraire_amount_in_top_holders,ssv-network_amount_in_top_holders,bancor_amount_in_top_holders,balancer_amount_in_top_holders,oraichain-token_amount_in_top_holders,coin98_amount_in_top_holders,dia-data_amount_in_top_holders,tokenfi_amount_in_top_holders,dodo_amount_in_top_holders,magic-internet-money_amount_in_top_holders,dydx_amount_in_top_holders,kujira_amount_in_top_holders,keep-network_amount_in_top_holders,smardex_amount_in_top_holders,messier_amount_in_top_holders,hashflow_amount_in_top_holders,renzo_amount_in_top_holders,liquity-usd_amount_in_top_holders,ampleforth_amount_in_top_holders,wrapped-nxm_amount_in_top_holders,whiteheart_amount_in_top_holders,hegic_amount_in_top_holders,insure_amount_in_top_holders,compound-usd-coin_amount_in_top_holders,paraswap_amount_in_top_holders,orderly-network_amount_in_top_holders,bella-protocol_amount_in_top_holders,degate_amount_in_top_holders,stafi_amount_in_top_holders,unizen_amount_in_top_holders,melon_amount_in_top_holders,chainflip_amount_in_top_holders,seth_amount_in_top_holders,alchemix_amount_in_top_holders,perpetual-protocol_amount_in_top_holders,harvest-finance_amount_in_top_holders,badger-dao_amount_in_top_holders,stake-dao_amount_in_top_holders,polkastarter_amount_in_top_holders,synfutures_amount_in_top_holders,lever_amount_in_top_holders,quickswap_amount_in_top_holders,ramp_amount_in_top_holders,inverse-finance_amount_in_top_holders,tokemak_amount_in_top_holders,ribbon-finance_amount_in_top_holders,cryptex-finance_amount_in_top_holders,kryll_amount_in_top_holders,orion-protocol_amount_in_top_holders,aura-finance_amount_in_top_holders,airswap_amount_in_top_holders,trustswap_amount_in_top_holders,morpho_amount_in_top_holders
2023-11-27 00:00:00+00:00,308000000,529340261.1094824,1526247.7910326687,8930252.081785107,9708746404.071177,,450986.9084629218,89332772.5,500927928.96593916,10882237.07,56215129.36013084,159724407.1396971,80086652441,26770284.386465203,816244095.0044614,556661636.8658278,88101788.90259564,514012674.4898332,70281157.58522567,734415972.7911165,14904.204088832425,621869036.0462829,138116874.49506354,910195195.2971556,630514563.7340392,265304264.81123757,85639673.38862635,774899089.9826102,,32589752.85166187,92678653.51698105,100374400.06436072,6800718.578,100657554601.19786,9533063999,3.402823669209381e+20,6576475964.602386,78330421.71920697,,10041335.13605427,6809313.260994856,76173306.44849938,46133290.97,84246190.12,308979952.7,153073652.92485788,4665635189.759173,859998881.9279213,160655450.27047762,788573036.6,1.157920892373162e+71,920796827.4474006,9181811883.548199,366053132630.43195,920933315.4304978,,150496793.1643681,58246540.567747764,1317723.6025105373,7622.371173,2817915788.041328,85630186593.84021,3585921704.7467446,1460579107.4786339,,92420348.68856928,919158327.8472391,34194194.90438605,879553833.7192277,1293224.2491857675,63232702.38624378,13045.478016314839,2096727.3934242083,113321905.55205221,467783.6919499389,13923345.18576375,49003784.81978076,63367252.98102657,,32875655514.925987,986441.5276851504,980766053.4355104,419160.7073978668,93199776.89,746085074.8691685,7707496.275548596,23912041.62950067,67683798.33785444,58875524.523485824,431885318.59430003,69146195.35926272,
2023-11-28 00:00:00+00:00,308000000,529428924.6200043,1526247.7910326687,8928637.214301646,9708686222.252993,,451122.0441744921,89324612.02862489,500927928.96593916,10882237.07,56215129.36013084,160319894.75278395,80086652441,26778028.873143084,816258839.7756392,558354633.9612906,88209179.09578425,514006914.2098332,70355348.00199175,733266739.1130114,14942.713271707844,626544714.4603035,137678204.91583878,908875673.2732248,625475905.9691211,269328862.38329595,85616746.90895553,778457390.8161802,,32594297.08,92001212.02804883,100523787.95744544,6736193.402,101058522842.22139,9528819967.493343,3.402823669209381e+20,6568650298.663091,78195073.34349798,,10039874.35234311,6895502.631,76204383.06740181,46232638.07333799,84235527.73,308977174.94299996,153073652.92485788,4666595949.552521,859998881.9279213,160653382.0276371,789035303.8576258,1.157920892373162e+71,920794680.9974998,9166615132.185303,367069356211.0293,920398793.0641166,,150158236.75579998,58221623.75763125,1338137.1553672175,7622.371173,2817915788.041328,85630087888,3588577761.326752,1460737363.3485413,,89505880.61178058,919158327.8472391,34240749.74618687,879553833.7192277,1293217.9134157675,62413372.13551186,13082.978606759722,2098789.0489536943,113334265.33930175,455973.27173728886,13828419.958285054,49008364.68190382,63401691.662949905,,32933133755.82594,986479.8809048004,980766053.4355104,419424.6690983531,93112844.43159607,746085074.8691685,7707496.275548596,23868607.87588155,67654979.86904259,58838501.21783184,428093503.5055001,69218412.39386602,
2023-11-29 00:00:00+00:00,308000000,529426876.3091779,1526247.7910326687,8894742.47,9708629658.434813,,451101.9092769407,89339083.79,500927928.96593916,10882237.07,56215129.36013084,160263412.5599794,80086652441,26801605.817254845,818379599.2821339,557389526.0871859,89342792.46742283,511503876.3208096,70268137.64491352,733442649.1804011,15007.988858400166,626446178.1385368,137720211.9572418,909044448.1391801,627822415.4,270821940.5523525,85504341.58468272,776933113.3210329,,32596407.35504426,91015637.02804883,100095236.00893733,6607702.65,101192914741.26117,9533888438.352478,3.402823669209381e+20,6568909216.031222,78179177.37108545,,10030614.609750452,6870522.772363352,76534573.42151059,46134833.52608738,84221894.24396653,308974397.2,153073652.92485788,4653464341.599067,861373961.9125829,160706882.0595296,788769522.4388762,1.157920892373162e+71,920718977.3474997,9177958237.772154,364261943058.3233,919921695.4841331,,149430127.61407524,58220551.33300716,1332532.5216355117,7633.253301,2817915788.041328,85630014734.33472,3876286256.2379227,1462127416.6819189,,88737443.71961282,919159210.4597392,34186660.645962894,879553833.7192277,1293239.7259927676,63295118.279922664,13037.35400883966,2098232.6625472875,113331249.77307718,454765.04327424493,13893868.657824768,49045305.700097814,63399140.52142527,,32812665048.316486,986506.3692952505,980769441.6934404,416253.08654105774,92861589.21169934,746085074.8691685,7707856.035448596,23783192.13233643,67645366.41449793,58818520.62508405,428197936.7178001,69217868.80058601,
2023-11-30 00:00:00+00:00,308000000,529470833.5629163,1526247.7910326687,8883169.745696548,9708618749.343903,,446745.64805448655,89464980.48880166,500927928.96593916,10882237.07,56215129.36013084,160467494.22759938,80086652441,26799865.94455408,811301750,557803025.4102619,89351309.26798983,511198798.69080955,70253165.46312906,732736528.3321807,15032.67699087587,633471370.5963656,137337351.51491332,909136334.6432599,627533767.5265825,263561509.45622236,85510789.02950267,771584352.5128793,,32567001.157203164,91003628.19348463,100190100.51149164,6610692.825,100488288435.98683,9533901393,3.402823669209381e+20,6573140445.981858,78256992.53286003,,10035402.63175651,7059574.617407371,75543942.68509436,46184369.51378285,84223119.49263534,308501501.6531802,152879208.4804134,4651379590.473119,861348030.0152509,160720866.46443057,780756953.6999952,1.157920892373162e+71,920724209.5294999,9182468219.607046,372163712146.45154,916960742.0432917,,149188192.58048448,58220815.23981553,1252034.0965716152,8166.974960074519,2817974662.173314,85629916387.95343,3713402749.5887275,1463595628.0589561,,88726424.71961282,919159910.4597392,34237805.76156931,879553833.7192277,1293188.0248027677,63801986.91533551,13121.588469078286,2098163.8304522485,113351252.79473191,459440.5191863827,13832872.236719484,49020033.23271275,63106068.346636705,,32812804074,986471.0502258275,980781154.5835576,417178.9301009829,92879917.67604972,746085074.8691685,7707856.035448596,23791372.26788927,67645366.41449793,58317371.857723214,428654117.56640005,69207907.23,
2023-12-01 00:00:00+00:00,308000000,529227297.7009541,1526247.7910326687,8898562.087504145,9708602262,,446840.07929033035,89463950.58180165,500927928.96593916,10882237.07,56215129.36013084,160325219.20639917,80086652441,26797279.998069637,811625993.2658776,554660180.4,89476912.44598426,511970000.02548236,70202813.7,731363489.8060408,15045.719114365505,631879544.2892389,137046179.64183787,908905831.6619825,627536666.6948509,263466647.1539647,85479203.86249223,767689123.8651035,,32574693.15997564,91009826.4,100233003.79857455,6610883.85,99743616476.42523,9535861046,3.402823669209381e+20,6561162259.867516,78430350.66831869,,10162838.325567946,7071566.4518279815,76042889.68,46150750.20944816,84188029.35995616,307670660.6526624,153226173.6124134,4658732624.962214,861109401.1295302,160801800.3528987,782342823.5679176,1.157920892373162e+71,920736357.9614999,9180750735.369377,367043184929.1991,916522160.4781915,,146520319.7,58191801.86326763,1209934.2994413865,8245.319163953016,2817974662.173314,85630089104.43929,3711605894.146444,1463690016.8201923,,88761688.71961282,919159910.4597392,34303323.66237924,879553833.7192277,1293187.2848027677,63828438.71117637,13012.450523101812,2083400.5278856244,113233656.16131763,459638.21500298055,13833918.410792373,49041026.63136759,61851922.43876629,,32812960213.44941,986724.2331520175,980812733.7020804,417069.32870318805,92897421.68067218,746085074.8691685,7707798.978210187,23826909.841510657,67634409.70125543,58236109.83372472,428744850.07940006,69265911.62916714,
2023-12-02 00:00:00+00:00,308000000,529192405.0720351,1526245.5293186684,8904561.670100639,9708519622.980267,,447053.34225508623,89441603.38080165,500927928.96593916,10882237.07,56215129.36013084,160560013.1038976,80086652441,26796733.79894782,815078138.4013585,553327047.6920335,89500561.74970321,512026364.39483136,70212599.01090273,731705092.5439029,15078.75050987814,633000638.6743685,137437297.32334474,908864933.3221942,627831431.0328025,262946705.48504996,85483970.18033738,765924207,,32574099.488610774,91011053.89435674,100590312.49139827,6601589.725615189,99727479860.85312,9549649989,3.402823669209381e+20,6565511747.639827,78403573.29,,10154533.137725523,7091872.533455201,76209739.68657821,46131063.85281364,84145203.39066243,307670660.6526624,153226173.6124134,4658791214.071709,861098973.3776834,160817537.80224556,780974538.1583097,1.157920892373162e+71,920736357.9614999,9177033249.268953,366738855449.0611,916877836.7303259,,146222557.5065806,58173488.64717932,1122227.8279198476,8280.177908315773,2818061454.7047873,85729991750.59267,3711184005,1464161353.621768,,88698906.98906846,919159910.4597392,34317980.66099115,879553833.7192277,1292440.8748027675,64538646.13732687,13012.450523101812,2022591.0034550044,113357043.95131764,457633.22047157184,13934848.960883431,49079953.04329524,61887382.938189104,,32796075956.290092,986722.1544534375,980817059.5354251,412436.1994,92977838.59,746085074.8691685,7707798.978210187,23817645.843185868,67579810.78849538,58289482.94,428835597.31130004,69223324.28782983,
2023-12-03 00:00:00+00:00,308000000,529214991.44731855,1526245.5293186684,8902150.740607683,9708499622.980265,,447344.5358180715,89393983.49300165,500927928.96593916,10882237.07,56335795.91876584,160227284.2440568,80086652441,26805017.62108816,815073307.0775185,553816328.9669256,89573738.39324571,512026364.39483136,70021951.73437828,731575226.6263384,14857.860262904418,630457565.7771785,137200364.0436285,909026734.3407815,627910716.1281568,263701407.69599617,85587027.04695863,768499831.7,,32709762.56,91016491.80374944,100565824.2373567,6600911.054,99005352124.40369,9546275302.781275,3.402823669209381e+20,6559114866.114245,76860984.52237129,,10152181.38,7148395.909401751,76785060.69958901,46089225.25821988,84168910.87575269,307637327.3126624,153226173.6124134,4658938541.8677225,861013661.2686785,160815424.0279006,790903949.6829801,1.157920892373162e+71,920827044.6194999,9177353010.951532,367888618921.2097,918303767.6437926,,146313114.25736788,58191801.34846109,1155415.1642544002,8294.336656670504,2818008916.7112684,85730020016.46967,3712127369.083286,1464064686.562693,,88831367.14580163,919159910.4597392,34327888.03607647,879553833.7192277,1263335.0568427676,64780984.28,13086.019396572707,2037849.9357097324,111337237.96633764,455978.40125648835,13869640.864626432,49189932.990380175,61906741.13,,32815766662.896603,986691.8548057774,980825647.5269752,413001.2553470457,92770182.77,728828799.7833493,7720450.086495796,23757666.644437987,67564521.10453951,58342545.954135455,428882287.60159993,69276611.32053378,
2023-12-04 00:00:00+00:00,308000000,529132506.9954517,1526245.5293186684,8909685.523440594,9708467198.737843,,447654.4934053727,89246542.60840166,500927928.96593916,10882237.07,56368482.54,160667193.38350052,80086652441,26805231.610656876,814640057.4768302,554800355.7453399,89617078.41766903,509625430.8448314,69938692.90642633,732066875.0499153,14901.037021468894,627189893.8080591,137083683.83965433,909066823.5725206,627464215.2594008,272497899.7701001,85457082.69058159,770019614.8,,32697985.797761332,91040740.39842603,100693438.9735601,6602327.266,99959156264.09901,9550593213.997433,3.402823669209381e+20,6567330969.548106,80708142.05853651,,10166238.56389688,7149516.792828279,75349247.90189165,45814802.66240055,84182722.76200707,307637327.3126624,152559506.94574675,4659102223.967971,861518179.7151164,160802057.98903915,786725650.5862592,1.157920892373162e+71,920426097.8017992,9177566411.527454,367805233802.2873,918912620.1870353,,144667438.9038644,58169505.56510546,1161453.0210884048,8303.871477717319,2820346807.4139085,85730066868.55461,3706971450.442558,1462601782.5754776,,88800909.47092521,919660793.8519391,34442945.28069898,879553833.7192277,1266252.3035416477,66523108.51050798,12641.637373705757,2044340.9487901174,111404715.91323765,457431.3658432096,14043955.812817203,49171778.84964872,61844504.55488763,,32792577364.133595,986675.7165126269,980821669,414061.2326002482,92716461.81,686440372.6645507,7723467.544777537,23906665.302256715,67343330.28913979,58460306.46776191,425104449.0199999,68790530.07213849,
2023-12-05 00:00:00+00:00,308000000,529202126.2887052,1526245.5293186684,8920526.430122377,9708411441.162085,,447646.91122133954,89182514.00860165,500927928.96593916,10882237.07,56414779.86889539,161053511.29984292,80086652441,26798257.065530784,828024401.5158943,555887849.2452657,89481381.58725056,507825430.8448314,69904789.02797893,731763152.5500917,14906.635861006245,626367460.4545143,136886157.7795015,909966817.9545592,627363112.1992832,273897289.9837052,85482731.81804034,767642842.9477135,,32697073.59778173,91038219.40848795,100381083.15581396,6584022.123,100329066225.32811,9524413155,3.402823669209381e+20,6573668420.287288,80310346.49,,10159244.576764693,7155201.582678259,75454091.96621813,45601426.06,84207347.95352495,307622870.65966564,151484484.94885787,4653958437.110615,863231784.0456856,160800088.71192026,787000703.2388171,1.157920892373162e+71,920434898.2879956,9177351791.448046,376054495404.94653,913512475.3,,143413702.49883047,59180625.66,1140071.420642767,8323.155663226446,2822373709.9862638,85730144962.92668,3705818690.462897,1461982686.1942556,,88788495.57,920160793.8519392,34073920.32514379,879553833.7192277,1266250.8635416476,66864193.645544626,12887.684713903192,2052311.402471514,111597500.8407429,459413.8569015665,14002613.806270719,49166169.518657245,61838742.33258116,,32658585535.11351,986670.0592029168,980828096.5936805,416533.31676302524,92771100.11306651,686440372.6645507,7727550.973749159,23816791.425804403,64730656.44054731,58577106.23981489,425074945.8,68799863.49,
2023-12-06 00:00:00+00:00,308000000,529301898.52137744,1526245.5293186684,8924140.927050402,9708311138,,448125.54670385056,89213864.87860164,500927928.96593916,10882237.07,56411456.57882611,160708397.45515522,80086652441,26796624.356675506,828024401.5158943,555758294.7,89631811.21738541,507816943.0274351,70001214.59370717,732273971.0828931,14975.481585485597,629275862.7007883,136894135.77937117,907383618.4626712,626924487.6320524,274184671.69086695,85556921.28522316,767965731.0601153,,32700811.69539797,91060746.43,100476674.13026762,6674682.924,99942372519.86778,9515605796.972713,3.402823669209381e+20,6565681986.156485,80037457.36134493,,10124973.899766997,7140125.326882653,75983655.79939274,45627161.07061445,84210686.42422432,307650215.6358657,151484484.94885787,4654159962.741698,853008968.6504456,160801069.66625533,795388675.1104404,1.157920892373162e+71,920405820.4032711,9164217800,3.73526E+11,912651504.3336931,,143407451.11466405,59287475.33518383,1121543.5533212693,8335.102376642077,2828422883.8917093,85730098419.11993,3701299379.0320525,1456701898.2665536,,88773700.84442322,921190237.8519392,34071080.657954246,879553833.7192277,1267745.6249449877,66838473.66468297,12930.071576797902,2080020.1276335428,111631685.93719819,459912.7277422919,14026745.15629204,49166207.21426947,61379743.51867528,,32722442857.867424,985927.5402020909,980844613.2,416496.64824451477,92689375.46594693,686412594.7154871,7729695.043991558,23802506.804698233,62537790.82,58977091.85417331,423806726.6151999,68543173.73832338,
2023-12-07 00:00:00+00:00,318875000,529303698.5153985,1526245.5293186684,8936824.455634467,9708293738.131783,,444187.5587011493,89110182.25860165,500927928.96593916,10882237.07,56439918.254727416,161291726.6995345,80086652441,26811133.74555325,826685351.7874511,536116067.6,89377630.26966162,507816943.0274351,69903425.90509452,731949087.9571619,14760.519393754648,630852802.9344763,136577482.33537403,905936591.5633425,626663016.6,274232510.7472261,85026795.17,765979058.4669394,,32702662.17168458,91201880.04546773,100120642.64168526,6683554.528,99859752474.06305,9521361394.146841,3.402823669209381e+20,6573715057.797558,79870313.49855757,,10139016.320933515,7172001.941084277,74836183.01554325,45403451.90518005,84201897.99534607,307511326.7358657,151484484.94885787,4655103613.216531,852846775.2993153,160827673.60185805,796803098.0222304,1.157920892373162e+71,920580475.9558258,9176923117,375776449502.86005,912852641.1,,144419228.84639615,59421790.799233735,1071891.104828549,8347.164797,2828525632.8626957,85730413335,3697496494.0378604,1454623823.7609053,,88720853.53092882,921693991.2720392,33655699.71377486,879553833.7192277,1267140.2686651975,66827574.24066683,12643.310206111812,2058411.3882537994,111752116.11219819,460782.0126027398,14078166.992018359,49158619.35261195,59817699.26993526,,32715185232.210403,985610.9438522257,980884706.1,416763.5516487145,92626131.91353537,686364185.8857424,7731580.156811999,24156404.74563297,63179876.44801646,58714932.62663916,423947118.8419999,68433122.60046887,
2023-12-08 00:00:00+00:00,318875000,529816260.9141253,1526245.5293186684,8938016.916177183,9708243738,,443266.7690493899,89041172.49460164,501427928.96593916,10882237.07,56451193.33757493,161223037.50681806,80086652441,26802576.165117286,827122467.9371397,534319835.4608821,89501971.49612615,506216943.0274351,70015122.68569309,727990760.4678442,14792.87090758529,632807689.1788012,136240107.77038178,906363243.6552118,626864360.7614207,274421570.04293966,85296756.71876973,759561201.4,,32700325.28894214,91219440.68838379,100224450.23758934,6680480.148,100012407477.64636,9522080792.530865,3.402823669209381e+20,6560710575.856907,80219176.42807409,,10144642.779490242,7175745.417396267,75460768.54409868,44902577.84234461,84200432.26768012,307507993.40586567,151484484.94885787,4616140473.9736185,852531353.1343857,160931920.2988964,804729141.8089347,1.157920892373162e+71,929235948.3799654,9172391660.732857,372948210511.0845,909187829.2157677,,144019140.63389432,59583219.50464944,1029444.8311131591,8356.370473521298,2841046143.9749446,85730627229.37753,3700275966.6716456,1454002829.7015414,,88744038.53092884,921714873.1062392,33827280.036412925,879553833.7192277,1266980.0333766176,67243528.18586937,12523.906452616593,2066831.5599316524,111795365.6171982,460569.14273764397,14097961.23202894,49169482.735674866,59505969.60664218,,32735270360.788727,985782.2385903209,980910257.1,418856.4791077604,92658452.38160299,713741698.8829945,7731101.023220584,24156404.74563297,63268027.16879429,58629958.4,424400441.5553999,68533321.89596485,
2023-12-09 00:00:00+00:00,318875000,529835063.2065036,1526245.5293186684,8959914.23,9708199495.707539,,443453.13186884136,89138300.01150128,501427928.96593916,10882237.07,56451550.28144516,160902164.4589056,80086652441,26795603.600398038,823234096.3436748,529838027.66600055,89578417.23410024,504595822.31602144,70114568.99,728272422.3538688,14900.59782326112,645460628.0172592,136148180.36911574,906470582.6847949,626967095.7540486,275180714.84302473,85326940.53,759655375.2927186,,32709867.392950803,91270332.79389165,100260089.42345415,6604220.204,100357646632.78204,9505650320.319431,3.402823669209381e+20,6554131635.868375,80353650.17570345,,10163365.160673957,7181457.227806205,75958038.37251712,44800301.32775976,84198947.44902903,308496984.54739946,151484484.94885787,4643416850.528133,852484426.2205324,160932672.29235467,805087532.3170629,1.157920892373162e+71,929228158.6189654,9169923817.645243,371769622470.69244,912355217.4207191,,143247335.36706424,59618150.48803844,1030136.4493694963,8381.306401874279,2841162695.726402,85731314874.77196,3692473234.9987617,1457676054.3737488,,88731527.89726564,921728935.1062392,33893205.89588292,879553833.7192277,1265596.1233766177,67345187.61752358,11936.035124291042,2074398.090883653,111878885.54480383,460128.7207428708,14018234.772554211,49189745.384833254,59224519.86192872,,32805133413.120422,985738.1804408458,980913550.2161427,411438.40884571517,92690101.82336374,713704033.6647599,7732117.885716585,24833340.018035043,63150469.24508036,58622892.63839654,425183120.5998999,68561933.47854272,
2023-12-10 00:00:00+00:00,318875000,529598594.9046478,1526245.5293186684,8970121.951,9708181159.707539,,443880.9516644576,89164980.73952088,501427928.96593916,10882237.07,56451730.33471951,161096625.84702638,80086652441,26789437.762687303,817414261.5841227,529410705.6211132,89584977.98496918,507924228.6741139,70108771.98950176,728035192.5045322,14944.295024431525,647877049.4687508,136133823.96289632,906417993.5,627102973.1068649,276283136.9270521,85350826.89525692,758668168.3647679,,32707918.70372688,91275101.87543146,100248381.4529806,6661918.935,100571706526.99449,9510260622.583727,3.402823669209381e+20,6560488644.871524,80411940.69,,10146753.883248938,7236426.043420844,76331785.25903907,44294385.13971224,84198448.19918443,308047608.67339945,151484484.94885787,4660337215.703177,852352607.6516684,160930429.37775412,805295655.0527211,1.157920892373162e+71,929226780.3739654,9167578109.179201,372835389614.2844,911599797.1341274,,143243708.58944398,60103707.677469544,1003983.8189630738,8384.108993002206,2831478954.0206356,85731306952.35458,3667937077.1325564,1457877384.3120234,,88823662.24456291,921728935.1062392,33882466.79764132,879553833.7192277,1263877.5633766176,67801091.00047836,12173.242019232377,2077151.691067687,111864936.39820768,458569.2662285567,14033792.67,49222167.71331809,59753485.755963214,,32753345003.967537,985512.3809489881,980969774.4333165,401941.4798806643,92760333.27150287,713699367.6647599,7731866.976004584,24833340.018035043,63085083.13908276,58798530.03033213,425374764.4,67980489.13482536,
2023-12-11 00:00:00+00:00,318875000,529457713.9260596,1526245.5293186684,8975341.902791921,9708119159.707539,,435270.25049432565,89243040.38221397,501427928.96593916,10882237.07,56451531.53159289,160972993.72450894,80086652441,26808349.811696704,817493702.2625879,529157811.92140746,89610580.73,509389334.26195997,70079958.86422117,728906761.7397511,14977.758764293174,647819276.2776899,136539691.9,906706346.4275687,627264978.0769745,279510442.7619978,85264057.19770005,762991485.3,,32715784.42080405,91271210.25,100324594.67730278,6671971.837,100281416612.97542,9490912221.091406,3.4028236692093816e+20,6543773873.456945,80325153.07474178,,10144036.140647838,7234315.224417401,75741361.22742063,44558144.761767186,84200635.86821792,308047608.67339945,151484484.94885787,4659597753,852281919.8358222,160880573.2,807093523.3969076,1.157920892373162e+71,929227403.8361411,9165444485,372166962577.78485,911751269.8956484,,139187081.03613225,60606886.944612116,988225.9539152632,8389.355922079305,2844076464,85731321368.47618,3672895780.7759557,1457241007.891896,,88869233.89347145,921937632.1062392,34141885.31763441,879553833.7192277,1262315.2183153077,67803923.71924075,12038.53581491787,2093835.7114249866,110857612.90820768,458200.01417177933,13966353.907015903,49256530.87979017,59867300.59307675,,32652168035.791176,985449.8199411596,980996814.8386453,402130.60922158894,92810287.05612318,713538321.6716995,7731234.895098126,24833340.018035043,63471651.515613295,58787585.02573652,424782555.38019997,66619240.87831634,
2023-12-12 00:00:00+00:00,318875000,529522107.3144344,1526245.5293186684,8979455.732293462,9708091035.162085,,438048.0426696426,89447759.50963882,501427928.96593916,10882237.07,56451428.12933421,160670598.7956177,80086652441,26810704.86335189,815803508.2481189,529803401.51743686,89652857.82743417,510373790.86760837,70135277.81,729306026.5453801,14943.916997263721,646678458.4734485,135958777.88168752,906269695.4796697,626830198.0645945,281168472.39118594,85283750.61115965,763694581.5813468,,32716542.77597997,91312639.46232517,98288615.60080361,6679651.279180421,100228071201.47409,9497455909.355465,3.4028236692093816e+20,6544598025.043947,80094627.06293695,,10154627.94584387,7186205.436301885,75854486.39802584,44473101.177820385,84204581.7,308048997.56339943,151467749.08629525,4665745514.485996,852127403.8622764,160822688.34164074,810585538.6808981,1.157920892373162e+71,929226110.3641354,9142946591.653227,377279859572.58966,907632445.7,,135653542.9569046,60661253.94321428,982759.9145284581,8390.336160342744,2844118151.086219,85731292684.91971,3673527759.665314,1460008959.837625,,88873305.05275348,922163663.3362391,34056246.194859535,880393833.7192277,1215796.3507308278,68143314.38,12100.981332918085,2098845.0289009507,111694240.70320769,458641.69420757814,13992845.295458512,49252820.03588067,59560078.325307325,,32689814835.067375,985046.5349131592,981028209.2635316,405255.4181235245,92822620.08,713529390.8609843,7725797.318625843,24833340.018035043,63828131.678323954,58716016.67953539,424965429,68757940.15944846,
2023-12-13 00:00:00+00:00,318875000,529376107.7890096,1526245.5293186684,8984591.862744948,9708071012.374205,,438584.8988706866,89400438.51928595,501427928.96593916,10882237.07,56452241.442066975,160798550.45427245,80086652441,26812869.11229649,815833174.7555796,530894795.4714789,89748264.92437948,510367283.86760837,70174103.45127463,729537306.3728286,14931.122702132789,650711839.5795528,136050990.54495215,906238109.1,626907835.7123958,281261744.31506485,85406839.11247237,763634073.4196739,,32713915.40050497,91327072.45241667,98956236.17780578,6671231.902,99448886295.12378,9493867190,3.4028236692093816e+20,6544180385.301185,80272912.34152253,,10154385.34855938,7190643.405249786,75000711.49797864,44557399.8,84198480.69105794,308049018.74059165,151467749.08629525,4668276977.093715,852106974.2930351,160823548.1,809041120.5460507,1.157920892373162e+71,929232484.7154584,9144025659.312834,375986213373.2823,904736599.2,,136517271.7857455,61525932.944987334,974756.3942461149,8394.528388576193,2843795186.076219,85731093278.62372,3660407178.3030167,1460298871.8535762,,88919030.64655855,922163663.3362391,34103262.46485954,880393833.7192277,1215892.9523011977,67872186.00281516,12038.883862921672,2097745.9744317164,111694240.70320769,456683.3710368271,13971338.204650871,49257370.35872446,59877671.913790636,,32646146705.053402,985107.4705,981022561.3697118,405140.7814535333,92583487.81758039,713505179.6217188,7725797.318625843,25740292.93049339,63832034.52577437,59103857.241387725,422870226.74749994,69268291.21040632,
2023-12-14 00:00:00+00:00,318875000,529412684.1017884,1526245.5293186684,8964770.951924425,9707651976.192387,,438107.5710542597,89447422.84455903,501427928.96593916,10882237.07,56464487.44002016,160358147.03819078,80086652441,26813329.43267286,815832440.8721778,531092845.5325829,89759311.65481262,510357279.27760845,69968832.97062694,729129125.6285719,14944.165371652785,650894605.9133226,136101974.15188968,906261672.4357607,626631303.2370554,282072695.0602517,85321045.42197183,764147685.4304746,,32730234.12345137,91338337.24302244,99207607.51918264,6674398.2879800005,99563164317.23695,9499493806,3.4028236692093816e+20,6541861800.265589,80482307.03149745,,10160356.126430625,7203439.702359215,74155794.13107345,44727130.75062442,84190258.86540978,308049018.74059165,151467749.08629525,4679590670.410075,852088216.1198155,160774373.75663778,811846870.8078548,1.157920892373162e+71,929232484.7154584,9145971360,376558432115.9646,902558051.2573456,,137894562.8616727,61815342.74993101,964567.0204122874,8394.395341,2843729420.116219,85731429029.54056,3579411437.741881,1457228338.2867215,,87344629.05289978,922263663.3362391,34155968.34986932,880393833.7192277,1215905.5463011977,67749728.5,11925.51895878571,2081124.6143628599,111675521.64320768,456481.0690555496,13978920.019391436,49280205.70102469,59600294.64,,32676804575.12709,985068.2424158433,981086271.8992425,404889.9326912604,92593567.07324809,713503879.6217188,7725797.318625843,23966921.755277008,64231468.51577437,58626128.89728142,422793889.5,69425370.70390633,
